Task ID,Message Type,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Req. Header,Size Req. Body,Size Resp. Header,Size Resp. Body,Highest Alert,State,Payloads
4,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi,200,,212,380,0,218,2,,,[]
30,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?d2rn=k8pu%20%20,200,,34,396,0,218,2,,,[?d2rn=k8pu  ]
27,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?m54n=b49v%20%20,200,,45,396,0,218,2,,,[?m54n=b49v  ]
29,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?5lqb=30fp%20%20,200,,38,396,0,218,2,,,[?5lqb=30fp  ]
28,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?f79c=185m%20%20,200,,39,396,0,218,2,,,[?f79c=185m  ]
9,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi,200,,223,380,0,218,2,,,[]
32,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?0wrv=4q9z%20%20,200,,38,396,0,218,2,,,[?0wrv=4q9z  ]
31,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7d91=150o%20%20,200,,43,396,0,218,2,,,[?7d91=150o  ]
33,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?omhw=pm74%20%20,200,,38,396,0,218,2,,,[?omhw=pm74  ]
37,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?avk9=980j%20%20,200,,43,396,0,218,2,,,[?avk9=980j  ]
36,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?10s6=1e73%20%20,200,,44,396,0,218,2,,,[?10s6=1e73  ]
44,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?grvh=2abr%20%20,200,,36,396,0,218,2,,,[?grvh=2abr  ]
35,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?y495=5io6%20%20,200,,44,396,0,218,2,,,[?y495=5io6  ]
40,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?mybq=k1ho%20%20,200,,38,396,0,218,2,,,[?mybq=k1ho  ]
34,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?947b=2075%20%20,200,,44,396,0,218,2,,,[?947b=2075  ]
38,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?2mb1=jrjr%20%20,200,,39,396,0,218,2,,,[?2mb1=jrjr  ]
43,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?2n6q=05nx%20%20,200,,40,396,0,218,2,,,[?2n6q=05nx  ]
41,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?hcsd=t9ag%20%20,200,,41,396,0,218,2,,,[?hcsd=t9ag  ]
42,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?87wc=101m%20%20,200,,40,396,0,218,2,,,[?87wc=101m  ]
47,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?w84q=f3ap%20%20,200,,38,396,0,218,2,,,[?w84q=f3ap  ]
39,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?f85c=7plt%20%20,200,,42,396,0,218,2,,,[?f85c=7plt  ]
45,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9g2n=5yj7%20%20,200,,42,396,0,218,2,,,[?9g2n=5yj7  ]
46,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?00g1=9089%20%20,200,,42,396,0,218,2,,,[?00g1=9089  ]
48,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?d0ul=rd9u%20%20,200,,40,396,0,218,2,,,[?d0ul=rd9u  ]
49,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7557=2c8t%20%20,200,,40,396,0,218,2,,,[?7557=2c8t  ]
52,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?4w5g=3zrp%20%20,200,,36,396,0,218,2,,,[?4w5g=3zrp  ]
50,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?89no=tg3y%20%20,200,,38,396,0,218,2,,,[?89no=tg3y  ]
51,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?bza5=ou45%20%20,200,,38,396,0,218,2,,,[?bza5=ou45  ]
53,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9rc2=s120%20%20,200,,37,396,0,218,2,,,[?9rc2=s120  ]
54,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?69s0=212r%20%20,200,,37,396,0,218,2,,,[?69s0=212r  ]
56,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?wm9j=7980%20%20,200,,40,396,0,218,2,,,[?wm9j=7980  ]
57,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?183y=dag6%20%20,200,,40,396,0,218,2,,,[?183y=dag6  ]
55,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?16nh=ptf9%20%20,200,,40,396,0,218,2,,,[?16nh=ptf9  ]
63,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?85a7=p8ol%20%20,200,,36,396,0,218,2,,,[?85a7=p8ol  ]
67,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?2084=kqq7%20%20,200,,37,396,0,218,2,,,[?2084=kqq7  ]
58,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?ovp2=4s6i%20%20,200,,42,396,0,218,2,,,[?ovp2=4s6i  ]
61,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?54p0=66bd%20%20,200,,41,396,0,218,2,,,[?54p0=66bd  ]
59,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?sjuh=4mhz%20%20,200,,42,396,0,218,2,,,[?sjuh=4mhz  ]
68,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?l7en=baim%20%20,200,,39,396,0,218,2,,,[?l7en=baim  ]
64,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?00u7=556t%20%20,200,,41,396,0,218,2,,,[?00u7=556t  ]
65,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?pe47=4fnx%20%20,200,,39,396,0,218,2,,,[?pe47=4fnx  ]
72,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?1wy8=8ede%20%20,200,,40,396,0,218,2,,,[?1wy8=8ede  ]
69,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?70ya=82cl%20%20,200,,43,396,0,218,2,,,[?70ya=82cl  ]
60,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?k3t9=7chd%20%20,200,,45,396,0,218,2,,,[?k3t9=7chd  ]
62,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?ca3u=bbid%20%20,200,,45,396,0,218,2,,,[?ca3u=bbid  ]
71,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3sq3=9r8o%20%20,200,,40,396,0,218,2,,,[?3sq3=9r8o  ]
66,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?1606=rrhp%20%20,200,,43,396,0,218,2,,,[?1606=rrhp  ]
73,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?i5l6=e8s9%20%20,200,,40,396,0,218,2,,,[?i5l6=e8s9  ]
70,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?73r1=657i%20%20,200,,40,396,0,218,2,,,[?73r1=657i  ]
75,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?j898=5m4s%20%20,200,,35,396,0,218,2,,,[?j898=5m4s  ]
74,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?6dvr=lf1o%20%20,200,,38,396,0,218,2,,,[?6dvr=lf1o  ]
78,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?m12i=7s87%20%20,200,,35,396,0,218,2,,,[?m12i=7s87  ]
77,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?433t=769d%20%20,200,,35,396,0,218,2,,,[?433t=769d  ]
76,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?2vtb=de63%20%20,200,,36,396,0,218,2,,,[?2vtb=de63  ]
80,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?q9em=3x49%20%20,200,,41,396,0,218,2,,,[?q9em=3x49  ]
81,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?j23f=3del%20%20,200,,41,396,0,218,2,,,[?j23f=3del  ]
79,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9ci1=oia7%20%20,200,,41,396,0,218,2,,,[?9ci1=oia7  ]
82,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?5zxg=y4s9%20%20,200,,39,396,0,218,2,,,[?5zxg=y4s9  ]
83,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?32o7=9357%20%20,200,,37,396,0,218,2,,,[?32o7=9357  ]
89,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?ekek=78xr%20%20,200,,34,396,0,218,2,,,[?ekek=78xr  ]
85,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?4399=3muj%20%20,200,,37,396,0,218,2,,,[?4399=3muj  ]
86,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?65f3=uvo5%20%20,200,,37,396,0,218,2,,,[?65f3=uvo5  ]
91,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?c38o=3wt7%20%20,200,,34,396,0,218,2,,,[?c38o=3wt7  ]
88,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?42w0=xx2h%20%20,200,,39,396,0,218,2,,,[?42w0=xx2h  ]
84,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3x44=44a4%20%20,200,,39,396,0,218,2,,,[?3x44=44a4  ]
87,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?qvq8=iqoe%20%20,200,,39,396,0,218,2,,,[?qvq8=iqoe  ]
94,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3e4a=3w95%20%20,200,,37,396,0,218,2,,,[?3e4a=3w95  ]
90,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?5gjx=125d%20%20,200,,38,396,0,218,2,,,[?5gjx=125d  ]
93,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?h1pp=5pkk%20%20,200,,40,396,0,218,2,,,[?h1pp=5pkk  ]
96,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?6t1p=s809%20%20,200,,40,396,0,218,2,,,[?6t1p=s809  ]
92,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?94r0=5fxq%20%20,200,,40,396,0,218,2,,,[?94r0=5fxq  ]
95,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?y8b2=8j38%20%20,200,,40,396,0,218,2,,,[?y8b2=8j38  ]
97,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?ouk1=48lq%20%20,200,,40,396,0,218,2,,,[?ouk1=48lq  ]
98,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?1zdg=3pf9%20%20,200,,38,396,0,218,2,,,[?1zdg=3pf9  ]
100,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?z1di=2iz2%20%20,200,,37,396,0,218,2,,,[?z1di=2iz2  ]
99,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7tgr=z67h%20%20,200,,38,396,0,218,2,,,[?7tgr=z67h  ]
102,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?47qh=r1ob%20%20,200,,39,396,0,218,2,,,[?47qh=r1ob  ]
101,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?1isi=am59%20%20,200,,39,396,0,218,2,,,[?1isi=am59  ]
104,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?en67=79vd%20%20,200,,40,396,0,218,2,,,[?en67=79vd  ]
107,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?ad4f=d0ht%20%20,200,,35,396,0,218,2,,,[?ad4f=d0ht  ]
103,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?h4wl=td22%20%20,200,,41,396,0,218,2,,,[?h4wl=td22  ]
105,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?4xl3=329n%20%20,200,,40,396,0,218,2,,,[?4xl3=329n  ]
108,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?cxo5=3hrf%20%20,200,,34,396,0,218,2,,,[?cxo5=3hrf  ]
106,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?ffwb=2804%20%20,200,,39,396,0,218,2,,,[?ffwb=2804  ]
109,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?pd71=11o2%20%20,200,,36,396,0,218,2,,,[?pd71=11o2  ]
110,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?62i6=s50u%20%20,200,,35,396,0,218,2,,,[?62i6=s50u  ]
111,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9fw0=5026%20%20,200,,34,396,0,218,2,,,[?9fw0=5026  ]
115,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?6u3q=x03i%20%20,200,,35,396,0,218,2,,,[?6u3q=x03i  ]
116,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?72pj=uhw8%20%20,200,,35,396,0,218,2,,,[?72pj=uhw8  ]
112,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?15at=9120%20%20,200,,37,396,0,218,2,,,[?15at=9120  ]
114,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?43j4=nj9f%20%20,200,,37,396,0,218,2,,,[?43j4=nj9f  ]
113,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?312s=tl1r%20%20,200,,41,396,0,218,2,,,[?312s=tl1r  ]
123,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?cy65=jm9r%20%20,200,,36,396,0,218,2,,,[?cy65=jm9r  ]
121,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?ij02=9o31%20%20,200,,43,396,0,218,2,,,[?ij02=9o31  ]
124,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?m9ef=9747%20%20,200,,42,396,0,218,2,,,[?m9ef=9747  ]
122,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?6rnr=h2fo%20%20,200,,42,396,0,218,2,,,[?6rnr=h2fo  ]
120,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?kw62=8ol5%20%20,200,,47,396,0,218,2,,,[?kw62=8ol5  ]
117,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?g74c=w140%20%20,200,,47,396,0,218,2,,,[?g74c=w140  ]
126,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9ep5=6946%20%20,200,,44,396,0,218,2,,,[?9ep5=6946  ]
125,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?l608=2b9a%20%20,200,,44,396,0,218,2,,,[?l608=2b9a  ]
118,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?1ui0=2kl9%20%20,200,,47,396,0,218,2,,,[?1ui0=2kl9  ]
119,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?zqu2=h657%20%20,200,,50,396,0,218,2,,,[?zqu2=h657  ]
127,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?vlo0=6mu4%20%20,200,,39,396,0,218,2,,,[?vlo0=6mu4  ]
130,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?523b=3gqp%20%20,200,,39,396,0,218,2,,,[?523b=3gqp  ]
131,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?8kry=87ze%20%20,200,,39,396,0,218,2,,,[?8kry=87ze  ]
132,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?q3fu=qqy1%20%20,200,,38,396,0,218,2,,,[?q3fu=qqy1  ]
129,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?1cbo=gd51%20%20,200,,41,396,0,218,2,,,[?1cbo=gd51  ]
128,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?cgi0=9v49%20%20,200,,41,396,0,218,2,,,[?cgi0=9v49  ]
136,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?t896=lh53%20%20,200,,35,396,0,218,2,,,[?t896=lh53  ]
133,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3jic=88cy%20%20,200,,40,396,0,218,2,,,[?3jic=88cy  ]
135,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?lgc1=8aa2%20%20,200,,39,396,0,218,2,,,[?lgc1=8aa2  ]
134,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?f4ov=uy0i%20%20,200,,40,396,0,218,2,,,[?f4ov=uy0i  ]
140,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?0ezj=cmvz%20%20,200,,34,396,0,218,2,,,[?0ezj=cmvz  ]
139,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3g37=a58m%20%20,200,,40,396,0,218,2,,,[?3g37=a58m  ]
138,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?pnr8=m117%20%20,200,,40,396,0,218,2,,,[?pnr8=m117  ]
137,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7ge6=21zo%20%20,200,,41,396,0,218,2,,,[?7ge6=21zo  ]
